product_id,title,handle,vendor,product_type,tags,variant_id,variant_title,variant_sku,variant_price,variant_compare_at_price,variant_available,variant_option1,variant_option2,variant_option3,images,enriched_occasion,enriched_season,enriched_color,enriched_age_bucket,enriched_brand_story
10063082619187,pex,pex,Comet,,,52988044968243,Default Title,,0.00,,False,Default Title,,,,daily,summers,Multicolor,Adults (18-45),Comet is a homegrown Indian sneaker brand focused on delivering sharp designs and solid quality at accessible price points.
9543956627763,X Lows LIGHT Test,x-lows-light-test,wearcomet,Sneakers,"Active, non_price_gift, X Lows",50502720389427,Test / Test1,TEST1234,300.00,,True,Test,Test1,,"https://cdn.shopify.com/s/files/1/0738/5559/8899/files/light_lateral-min.jpg?v=1743675791, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/light_zoom-min.jpg?v=1743675791, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/light_front-min.jpg?v=1743675791, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/light_sole_2-min.jpg?v=1743678022, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/AllWhite_fd7d9526-323d-4391-befe-e2c1c9cde039.png?v=1743743576, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/extra_lace-min_232d0e80-7802-4e3e-be07-5df10aa3b9a4.jpg?v=1743743576, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/light_1-min.jpg?v=1743675848, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/light_sole_-min.jpg?v=1743675837, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/light_back-min.jpg?v=1743675837",daily,summers,Multicolor,Adults (18-45),Comet is a homegrown Indian sneaker brand focused on delivering sharp designs and solid quality at accessible price points.
9543956627763,X Lows LIGHT Test,x-lows-light-test,wearcomet,Sneakers,"Active, non_price_gift, X Lows",50502720422195,Test / Test2,TEST123,300.00,,True,Test,Test2,,"https://cdn.shopify.com/s/files/1/0738/5559/8899/files/light_lateral-min.jpg?v=1743675791, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/light_zoom-min.jpg?v=1743675791, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/light_front-min.jpg?v=1743675791, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/light_sole_2-min.jpg?v=1743678022, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/AllWhite_fd7d9526-323d-4391-befe-e2c1c9cde039.png?v=1743743576, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/extra_lace-min_232d0e80-7802-4e3e-be07-5df10aa3b9a4.jpg?v=1743743576, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/light_1-min.jpg?v=1743675848, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/light_sole_-min.jpg?v=1743675837, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/light_back-min.jpg?v=1743675837",daily,summers,Multicolor,Adults (18-45),Comet is a homegrown Indian sneaker brand focused on delivering sharp designs and solid quality at accessible price points.
10056810758451,Apex STARFIRE,apex-starfire,wearcomet,APEX,"Active, Apex, online-pos, preorder, price_gift_pdp, restricted",52960014106931,Multi Pink / 3,0754523813578,6299.00,,True,Multi Pink,3,,"https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new_lateral.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/pink_1.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new_3_4.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/onfeet_f3668e52-15f0-4df0-b3f0-c72559be2766.jpg?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/last2.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/angle2_e8dd8ecb-02e6-4ffb-8afb-d295b017b039.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/starfire_1.jpg?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/Untitled-12_7cdb32b4-1059-461d-8c16-03f413946b67.jpg?v=1768973566",daily,summers,Multicolor,Adults (18-45),Comet is a homegrown Indian sneaker brand focused on delivering sharp designs and solid quality at accessible price points.
10056810758451,Apex STARFIRE,apex-starfire,wearcomet,APEX,"Active, Apex, online-pos, preorder, price_gift_pdp, restricted",52960014139699,Multi Pink / 4,0754523813585,6299.00,,True,Multi Pink,4,,"https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new_lateral.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/pink_1.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new_3_4.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/onfeet_f3668e52-15f0-4df0-b3f0-c72559be2766.jpg?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/last2.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/angle2_e8dd8ecb-02e6-4ffb-8afb-d295b017b039.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/starfire_1.jpg?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/Untitled-12_7cdb32b4-1059-461d-8c16-03f413946b67.jpg?v=1768973566",daily,summers,Multicolor,Adults (18-45),Comet is a homegrown Indian sneaker brand focused on delivering sharp designs and solid quality at accessible price points.
10056810758451,Apex STARFIRE,apex-starfire,wearcomet,APEX,"Active, Apex, online-pos, preorder, price_gift_pdp, restricted",52960014172467,Multi Pink / 5,0754523813592,6299.00,,True,Multi Pink,5,,"https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new_lateral.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/pink_1.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new_3_4.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/onfeet_f3668e52-15f0-4df0-b3f0-c72559be2766.jpg?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/last2.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/angle2_e8dd8ecb-02e6-4ffb-8afb-d295b017b039.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/starfire_1.jpg?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/Untitled-12_7cdb32b4-1059-461d-8c16-03f413946b67.jpg?v=1768973566",daily,summers,Multicolor,Adults (18-45),Comet is a homegrown Indian sneaker brand focused on delivering sharp designs and solid quality at accessible price points.
10056810758451,Apex STARFIRE,apex-starfire,wearcomet,APEX,"Active, Apex, online-pos, preorder, price_gift_pdp, restricted",52960014205235,Multi Pink / 6,0754523813608,6299.00,,True,Multi Pink,6,,"https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new_lateral.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/pink_1.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new_3_4.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/onfeet_f3668e52-15f0-4df0-b3f0-c72559be2766.jpg?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/last2.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/angle2_e8dd8ecb-02e6-4ffb-8afb-d295b017b039.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/starfire_1.jpg?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/Untitled-12_7cdb32b4-1059-461d-8c16-03f413946b67.jpg?v=1768973566",daily,summers,Multicolor,Adults (18-45),Comet is a homegrown Indian sneaker brand focused on delivering sharp designs and solid quality at accessible price points.
10056810758451,Apex STARFIRE,apex-starfire,wearcomet,APEX,"Active, Apex, online-pos, preorder, price_gift_pdp, restricted",52960014238003,Multi Pink / 7,0754523813615,6299.00,,True,Multi Pink,7,,"https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new_lateral.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/pink_1.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new_3_4.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/onfeet_f3668e52-15f0-4df0-b3f0-c72559be2766.jpg?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/last2.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/angle2_e8dd8ecb-02e6-4ffb-8afb-d295b017b039.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/starfire_1.jpg?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/Untitled-12_7cdb32b4-1059-461d-8c16-03f413946b67.jpg?v=1768973566",daily,summers,Multicolor,Adults (18-45),Comet is a homegrown Indian sneaker brand focused on delivering sharp designs and solid quality at accessible price points.
10056810758451,Apex STARFIRE,apex-starfire,wearcomet,APEX,"Active, Apex, online-pos, preorder, price_gift_pdp, restricted",52960014270771,Multi Pink / 8,0754523813622,6299.00,,False,Multi Pink,8,,"https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new_lateral.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/pink_1.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new_3_4.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/onfeet_f3668e52-15f0-4df0-b3f0-c72559be2766.jpg?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/last2.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/angle2_e8dd8ecb-02e6-4ffb-8afb-d295b017b039.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/starfire_1.jpg?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/Untitled-12_7cdb32b4-1059-461d-8c16-03f413946b67.jpg?v=1768973566",daily,summers,Multicolor,Adults (18-45),Comet is a homegrown Indian sneaker brand focused on delivering sharp designs and solid quality at accessible price points.
10056810758451,Apex STARFIRE,apex-starfire,wearcomet,APEX,"Active, Apex, online-pos, preorder, price_gift_pdp, restricted",52960014303539,Multi Pink / 9,0754523813639,6299.00,,False,Multi Pink,9,,"https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new_lateral.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/pink_1.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new_3_4.jpg?v=1768973566, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/onfeet_f3668e52-15f0-4df0-b3f0-c72559be2766.jpg?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/last2.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/new.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/angle2_e8dd8ecb-02e6-4ffb-8afb-d295b017b039.png?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/starfire_1.jpg?v=1768839476, https://cdn.shopify.com/s/files/1/0738/5559/8899/files/Untitled-12_7cdb32b4-1059-461d-8c16-03f413946b67.jpg?v=1768973566",daily,summers,Multicolor,Adults (18-45),Comet is a homegrown Indian sneaker brand focused on delivering sharp designs and solid quality at accessible price points.
